"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"POL","Poland","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"POL","Poland","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"POL","Poland","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"POL","Poland","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","RATIO","Ratio","0","Units",,,3.4,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","RATIO","Ratio","0","Units",,,3.6,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","RATIO","Ratio","0","Units",,,3.7,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","RATIO","Ratio","0","Units",,,3.7,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RATIO","Ratio","0","Units",,,3.6,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","RATIO","Ratio","0","Units",,,3.6,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,3.6,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","RATIO","Ratio","0","Units",,,3.4,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","RATIO","Ratio","0","Units",,,3.6,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","RATIO","Ratio","0","Units",,,3.7,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","RATIO","Ratio","0","Units",,,3.7,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","RATIO","Ratio","0","Units",,,3.7,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","RATIO","Ratio","0","Units",,,3.5,,
"POL","Poland","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","RATIO","Ratio","0","Units",,,3.6,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.374,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.372,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.372,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.348,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.345,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.34,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.344,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.342,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.33,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.323,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.32,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.342,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.346,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.339,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.372,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.37,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.374,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.352,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.348,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.345,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.349,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.346,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.333,,
"PRT","Portugal","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.327,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.798,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.794,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.797,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.785,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.797,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.796,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.786,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.794,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.798,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.795,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.799,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.798,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.817,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.822,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.842,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.84,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.841,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.819,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.833,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.855,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.86,,
"PRT","Portugal","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.905,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","RATIO","Ratio","0","Units",,,1.64,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","RATIO","Ratio","0","Units",,,1.63,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","RATIO","Ratio","0","Units",,,1.61,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","RATIO","Ratio","0","Units",,,1.42,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","RATIO","Ratio","0","Units",,,1.41,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","RATIO","Ratio","0","Units",,,1.38,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","RATIO","Ratio","0","Units",,,1.41,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RATIO","Ratio","0","Units",,,1.39,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","RATIO","Ratio","0","Units",,,1.31,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","RATIO","Ratio","0","Units",,,1.25,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","RATIO","Ratio","0","Units",,,1.24,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,1.38,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,1.41,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,1.35,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","RATIO","Ratio","0","Units",,,1.63,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","RATIO","Ratio","0","Units",,,1.61,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","RATIO","Ratio","0","Units",,,1.63,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","RATIO","Ratio","0","Units",,,1.45,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","RATIO","Ratio","0","Units",,,1.44,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","RATIO","Ratio","0","Units",,,1.41,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","RATIO","Ratio","0","Units",,,1.44,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","RATIO","Ratio","0","Units",,,1.42,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","RATIO","Ratio","0","Units",,,1.34,,
"PRT","Portugal","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","RATIO","Ratio","0","Units",,,1.28,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","P90P10","Interdecile ratio P90/P10","0","Units",,,4.8,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","P90P10","Interdecile ratio P90/P10","0","Units",,,4.6,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","P90P10","Interdecile ratio P90/P10","0","Units",,,4.8,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","P90P10","Interdecile ratio P90/P10","0","Units",,,4.3,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","P90P10","Interdecile ratio P90/P10","0","Units",,,4.1,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","P90P10","Interdecile ratio P90/P10","0","Units",,,4,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","P90P10","Interdecile ratio P90/P10","0","Units",,,4,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P90P10","Interdecile ratio P90/P10","0","Units",,,4.1,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P90P10","Interdecile ratio P90/P10","0","Units",,,3.7,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","P90P10","Interdecile ratio P90/P10","0","Units",,,4,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P90P10","Interdecile ratio P90/P10","0","Units",,,4,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,4.5,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,4.3,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,4.4,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","P90P10","Interdecile ratio P90/P10","0","Units",,,4.7,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","P90P10","Interdecile ratio P90/P10","0","Units",,,4.6,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","P90P10","Interdecile ratio P90/P10","0","Units",,,4.8,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","P90P10","Interdecile ratio P90/P10","0","Units",,,4.3,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","P90P10","Interdecile ratio P90/P10","0","Units",,,4.2,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","P90P10","Interdecile ratio P90/P10","0","Units",,,4.1,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","P90P10","Interdecile ratio P90/P10","0","Units",,,4.1,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","P90P10","Interdecile ratio P90/P10","0","Units",,,4,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","P90P10","Interdecile ratio P90/P10","0","Units",,,3.8,,
"PRT","Portugal","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","P90P10","Interdecile ratio P90/P10","0","Units",,,4.1,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","P90P50","Interdecile ratio P90/P50","0","Units",,,2.6,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","P90P50","Interdecile ratio P90/P50","0","Units",,,2.5,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","P90P50","Interdecile ratio P90/P50","0","Units",,,2.5,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","P90P50","Interdecile ratio P90/P50","0","Units",,,2.3,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P90P50","Interdecile ratio P90/P50","0","Units",,,2.2,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","P90P50","Interdecile ratio P90/P50","0","Units",,,2.2,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P90P50","Interdecile ratio P90/P50","0","Units",,,2.2,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","P90P50","Interdecile ratio P90/P50","0","Units",,,2.5,,
